item_description,shop_id,item_price,quantity_sold,shop_area_sq_ft,shop_profile,month
DRINK,19,220,2,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,100,1,411,default_value,10
DRINK,19,150,2,411,default_value,10
DRINK,19,110,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,140,3,411,default_value,11
DRINK,19,1160,5,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,100,1,411,default_value,10
WATER,19,35,1,411,default_value,10
DRINK,19,240,4,411,default_value,10
WATER,19,70,2,411,default_value,10
DRINK,19,320,3,411,default_value,10
DRINK,19,330,4,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,70,3,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,290,1,411,default_value,10
DRINK,19,440,3,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,100,1,411,default_value,10
MISSING,19,70,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
MISSING,19,70,2,411,default_value,11
WATER,19,420,13,411,default_value,11
DRINK,19,290,2,411,default_value,11
DRINK,19,220,0,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,110,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,440,3,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,220,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,120,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
MISSING,19,70,2,411,default_value,10
DRINK,19,440,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
MISSING,19,70,2,411,default_value,10
WATER,19,175,6,411,default_value,11
MISSING,19,70,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,960,6,411,default_value,11
DRINK,19,290,1,411,default_value,11
DRINK,19,660,3,411,default_value,11
MISSING,19,70,2,411,default_value,12
DRINK,19,160,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,160,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,80,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
WATER,19,70,2,411,default_value,10
DRINK,19,110,0,411,default_value,10
DRINK,19,110,1,411,default_value,10
DRINK,19,220,0,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,100,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,480,4,411,default_value,11
MISSING,19,140,3,411,default_value,11
DRINK,19,60,1,411,default_value,11
DRINK,19,290,3,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,440,3,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,100,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
MISSING,19,70,2,411,default_value,11
DRINK,19,440,3,411,default_value,11
DRINK,19,290,2,411,default_value,11
DRINK,19,220,0,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,150,1,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,300,2,411,default_value,12
DRINK,19,220,1,411,default_value,10
DRINK,19,110,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,80,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
MISSING,19,130,3,411,default_value,10
DRINK,19,220,0,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,440,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,70,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,70,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
MISSING,19,70,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,0,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,100,3,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,200,2,411,default_value,11
MISSING,19,70,2,411,default_value,11
DRINK,19,290,1,411,default_value,11
DRINK,19,220,0,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
WATER,19,70,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,660,4,411,default_value,11
DRINK,19,220,2,411,default_value,11
MISSING,19,140,2,411,default_value,11
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
MISSING,19,70,2,411,default_value,12
DRINK,19,580,2,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,440,2,411,default_value,10
DRINK,19,440,3,411,default_value,10
DRINK,19,440,2,411,default_value,10
DRINK,19,80,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,660,4,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,80,2,411,default_value,12
DRINK,19,220,2,411,default_value,10
MISSING,19,65,1,411,default_value,11
DRINK,19,580,3,411,default_value,11
MILK,19,280,4,411,default_value,11
DRINK,19,660,4,411,default_value,11
DRINK,19,290,1,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,12
WATER,19,105,4,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,660,6,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,100,1,411,default_value,10
DRINK,19,140,3,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,540,3,411,default_value,10
DRINK,19,220,1,411,default_value,10
MILK,19,70,2,411,default_value,10
DRINK,19,220,3,411,default_value,11
DRINK,19,70,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,290,2,411,default_value,11
DRINK,19,290,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,1100,5,411,default_value,11
WATER,19,35,2,411,default_value,11
DRINK,19,440,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,1,411,default_value,12
WATER,19,35,2,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,100,3,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,70,2,411,default_value,10
DRINK,19,60,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,440,2,411,default_value,10
DRINK,19,320,3,411,default_value,10
DRINK,19,120,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,660,5,411,default_value,11
MISSING,19,70,1,411,default_value,11
DRINK,19,160,2,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,440,2,411,default_value,12
DRINK,19,440,3,411,default_value,12
DRINK,19,70,2,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,200,3,411,default_value,10
DRINK,19,200,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,120,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
MISSING,19,70,1,411,default_value,10
MISSING,19,140,2,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,12
DRINK,19,660,4,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,300,2,411,default_value,10
DRINK,19,660,3,411,default_value,10
DRINK,19,150,1,411,default_value,10
DRINK,19,100,2,411,default_value,11
DRINK,19,160,2,411,default_value,11
DRINK,19,870,3,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,440,3,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,60,0,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,3,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,290,1,411,default_value,10
DRINK,19,270,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
MILK,19,210,4,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,100,0,411,default_value,11
DRINK,19,60,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,60,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,70,1,411,default_value,12
DRINK,19,70,1,411,default_value,12
DRINK,19,160,2,411,default_value,10
DRINK,19,180,4,411,default_value,10
DRINK,19,150,1,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,220,2,411,default_value,11
DRINK,19,120,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,70,1,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,100,3,411,default_value,11
WATER,19,35,1,411,default_value,12
DRINK,19,440,2,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,450,3,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,580,3,411,default_value,10
DRINK,19,70,1,411,default_value,10
MISSING,19,70,2,411,default_value,10
DRINK,19,440,3,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,150,1,411,default_value,10
DRINK,19,200,2,411,default_value,10
DRINK,19,200,3,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,580,2,411,default_value,10
DRINK,19,160,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,70,2,411,default_value,10
DRINK,19,220,1,411,default_value,11
MISSING,19,70,2,411,default_value,11
DRINK,19,70,1,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,290,1,411,default_value,11
DRINK,19,440,2,411,default_value,11
DRINK,19,660,4,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,660,5,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,580,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,580,3,411,default_value,11
DRINK,19,150,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,580,3,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,80,2,411,default_value,12
MILK,19,70,1,411,default_value,12
DRINK,19,160,2,411,default_value,12
DRINK,19,220,1,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,270,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,270,2,411,default_value,10
DRINK,19,290,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,440,1,411,default_value,11
DRINK,19,320,2,411,default_value,11
DRINK,19,290,1,411,default_value,11
DRINK,19,660,3,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,150,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,3,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,12
DRINK,19,880,5,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,290,2,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,440,3,411,default_value,12
DRINK,19,440,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,480,4,411,default_value,10
WATER,19,70,3,411,default_value,10
DRINK,19,300,3,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,660,4,411,default_value,10
MISSING,19,70,2,411,default_value,10
DRINK,19,60,2,411,default_value,10
DRINK,19,290,1,411,default_value,10
DRINK,19,150,1,411,default_value,11
DRINK,19,220,1,411,default_value,11
WATER,19,70,2,411,default_value,11
MISSING,19,65,1,411,default_value,11
DRINK,19,150,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,80,2,411,default_value,11
MISSING,19,140,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,300,3,411,default_value,11
DRINK,19,220,2,411,default_value,11
MILK,19,70,2,411,default_value,11
MISSING,19,140,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,160,1,411,default_value,12
DRINK,19,140,2,411,default_value,12
DRINK,19,440,2,411,default_value,12
DRINK,19,440,2,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,70,1,411,default_value,12
WATER,19,70,3,411,default_value,12
MILK,19,140,4,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,120,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,80,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,440,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,100,1,411,default_value,11
WATER,19,35,2,411,default_value,11
DRINK,19,270,1,411,default_value,11
DRINK,19,120,3,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,80,3,411,default_value,11
DRINK,19,320,2,411,default_value,11
DRINK,19,1540,6,411,default_value,11
DRINK,19,660,4,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,150,3,411,default_value,11
DRINK,19,220,3,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,0,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,220,1,411,default_value,11
MISSING,19,210,4,411,default_value,11
DRINK,19,290,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,60,2,411,default_value,12
DRINK,19,60,1,411,default_value,12
MISSING,19,70,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,660,4,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,660,3,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,660,4,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,60,1,411,default_value,10
DRINK,19,270,1,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,270,1,411,default_value,11
DRINK,19,150,2,411,default_value,11
DRINK,19,240,5,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,450,4,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,450,3,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,70,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,120,2,411,default_value,10
DRINK,19,100,0,411,default_value,10
DRINK,19,290,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
MILK,19,210,3,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,150,2,411,default_value,10
DRINK,19,580,1,411,default_value,10
DRINK,19,220,2,411,default_value,11
DRINK,19,220,0,411,default_value,11
DRINK,19,270,1,411,default_value,11
DRINK,19,440,3,411,default_value,11
MISSING,19,140,3,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,150,1,411,default_value,11
DRINK,19,70,1,411,default_value,11
WATER,19,420,6,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,100,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,150,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,160,2,411,default_value,10
DRINK,19,300,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,100,3,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,140,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,440,3,411,default_value,11
MISSING,19,70,1,411,default_value,11
DRINK,19,440,3,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,60,2,411,default_value,10
MISSING,19,140,3,411,default_value,10
MISSING,19,140,2,411,default_value,11
MILK,19,70,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,660,4,411,default_value,11
DRINK,19,110,2,411,default_value,11
DRINK,19,440,3,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,60,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
MILK,19,70,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,320,3,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,10
DRINK,19,160,1,411,default_value,10
DRINK,19,330,4,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,0,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,70,1,411,default_value,11
DRINK,19,270,2,411,default_value,11
DRINK,19,290,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
WATER,19,70,0,411,default_value,10
DRINK,19,440,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,660,4,411,default_value,10
MISSING,19,70,2,411,default_value,11
MISSING,19,280,4,411,default_value,11
DRINK,19,150,2,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,220,0,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,290,2,411,default_value,11
DRINK,19,100,1,411,default_value,12
DRINK,19,140,3,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,450,3,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,100,2,411,default_value,10
DRINK,19,320,2,411,default_value,10
MILK,19,70,2,411,default_value,10
MISSING,19,70,2,411,default_value,10
DRINK,19,290,1,411,default_value,10
DRINK,19,290,1,411,default_value,10
DRINK,19,580,2,411,default_value,10
DRINK,19,220,2,411,default_value,11
DRINK,19,880,5,411,default_value,11
DRINK,19,140,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,480,3,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,440,3,411,default_value,11
DRINK,19,220,1,411,default_value,12
DRINK,19,440,3,411,default_value,12
WATER,19,210,3,411,default_value,12
DRINK,19,160,1,411,default_value,12
DRINK,19,110,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,440,3,411,default_value,10
DRINK,19,440,3,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,300,2,411,default_value,11
DRINK,19,220,1,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,150,1,411,default_value,12
DRINK,19,220,3,411,default_value,12
DRINK,19,70,1,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
MILK,19,70,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,290,2,411,default_value,10
DRINK,19,220,1,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,290,1,411,default_value,11
MISSING,19,70,1,411,default_value,11
DRINK,19,150,2,411,default_value,11
DRINK,19,150,1,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,220,2,411,default_value,10
DRINK,19,660,3,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,100,1,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,100,3,411,default_value,11
DRINK,19,200,3,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,1450,7,411,default_value,11
DRINK,19,70,2,411,default_value,11
WATER,19,140,3,411,default_value,11
WATER,19,70,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,660,3,411,default_value,12
DRINK,19,660,4,411,default_value,12
DRINK,19,210,3,411,default_value,12
DRINK,19,70,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,440,2,411,default_value,12
DRINK,19,660,4,411,default_value,12
DRINK,19,70,2,411,default_value,10
DRINK,19,660,4,411,default_value,10
DRINK,19,440,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,60,2,411,default_value,10
DRINK,19,120,2,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,660,3,411,default_value,10
DRINK,19,60,1,411,default_value,10
DRINK,19,440,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,220,3,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
MISSING,19,70,1,411,default_value,11
DRINK,19,160,1,411,default_value,12
MISSING,19,70,1,411,default_value,12
MISSING,19,140,2,411,default_value,12
DRINK,19,290,2,411,default_value,12
DRINK,19,440,2,411,default_value,12
MISSING,19,70,2,411,default_value,12
MISSING,19,65,2,411,default_value,10
MISSING,19,70,1,411,default_value,10
DRINK,19,110,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
WATER,19,70,1,411,default_value,10
DRINK,19,440,3,411,default_value,11
DRINK,19,80,1,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,440,2,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,220,2,411,default_value,11
DRINK,19,70,1,411,default_value,12
DRINK,19,660,3,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,440,2,411,default_value,12
DRINK,19,660,4,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,220,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,290,1,411,default_value,10
DRINK,19,270,2,411,default_value,10
DRINK,19,160,3,411,default_value,10
DRINK,19,100,2,411,default_value,11
DRINK,19,300,3,411,default_value,11
DRINK,19,100,2,411,default_value,11
DRINK,19,100,1,411,default_value,11
DRINK,19,160,1,411,default_value,11
DRINK,19,290,1,411,default_value,11
MILK,19,70,1,411,default_value,11
DRINK,19,220,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,100,1,411,default_value,12
DRINK,19,440,3,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,100,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,2,411,default_value,10
MILK,19,140,2,411,default_value,10
DRINK,19,60,2,411,default_value,10
DRINK,19,270,1,411,default_value,10
DRINK,19,320,2,411,default_value,11
DRINK,19,800,5,411,default_value,11
DRINK,19,220,1,411,default_value,11
DRINK,19,100,1,411,default_value,11
WATER,19,140,3,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,660,4,411,default_value,11
DRINK,19,100,1,411,default_value,12
DRINK,19,100,2,411,default_value,12
DRINK,19,220,1,411,default_value,12
DRINK,19,100,2,411,default_value,10
DRINK,19,100,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,1,411,default_value,10
DRINK,19,220,2,411,default_value,10
DRINK,19,220,1,411,default_value,10
MISSING,19,210,3,411,default_value,11
DRINK,19,240,5,411,default_value,11
DRINK,19,360,6,411,default_value,11
WATER,19,35,2,411,default_value,11
DRINK,19,150,2,411,default_value,11
DRINK,19,160,2,411,default_value,11
DRINK,19,70,2,411,default_value,11
DRINK,19,580,2,411,default_value,11
DRINK,19,60,1,411,default_value,11
WATER,19,280,4,411,default_value,11
DRINK,19,440,2,411,default_value,11
DRINK,19,220,1,411,default_value,11
